19.073334	-159.583328	21.308308	-157.930420
18.716667	-157.666672	21.308308	-157.930420
71.562775	-141.000000	82.525833	-62.211388
74.946671	-141.000000	85.000000	-60.000000
80.000000	-141.000000	87.000000	-60.000000
31.557606	-121.391800	31.942066	-120.268387
74.746941	-94.995003	76.349998	-75.833336
32.364380	-64.689568	38.465832	-30.391390
32.364380	-64.689568	21.492250	-29.801779
42.126389	-63.410557	60.000000	-10.000000
42.126389	-63.410557	56.000000	-10.000000
42.126389	-63.410557	58.000000	-10.000000
42.126389	-63.410557	59.000000	-10.000000
42.126389	-63.410557	53.000000	-15.000000
42.126389	-63.410557	57.000000	-10.000000
42.126389	-63.410557	52.000000	-15.000000
42.126389	-63.410557	43.500000	-13.000000
42.126389	-63.410557	49.000000	-15.000000
42.126389	-63.410557	44.500000	-13.000000
42.126389	-63.410557	51.000000	-15.000000
42.126389	-63.410557	50.000000	-15.000000
57.203335	-62.619999	59.000000	-10.000000
57.203335	-62.619999	53.000000	-15.000000
57.203335	-62.619999	49.000000	-15.000000
57.203335	-62.619999	56.000000	-10.000000
57.203335	-62.619999	57.000000	-10.000000
57.203335	-62.619999	58.000000	-10.000000
57.203335	-62.619999	50.000000	-15.000000
57.203335	-62.619999	60.000000	-10.000000
57.203335	-62.619999	52.000000	-15.000000
57.203335	-62.619999	51.000000	-15.000000
57.998451	-63.265774	51.000000	-15.000000
57.998451	-63.265774	52.000000	-15.000000
57.998451	-63.265774	50.000000	-15.000000
57.998451	-63.265774	49.000000	-15.000000
57.998451	-63.265774	53.000000	-15.000000
57.998451	-63.265774	56.000000	-10.000000
57.998451	-63.265774	57.000000	-10.000000
57.998451	-63.265774	58.000000	-10.000000
57.998451	-63.265774	59.000000	-10.000000
57.998451	-63.265774	60.000000	-10.000000
59.500000	-63.000000	60.000000	-10.000000
59.500000	-63.000000	50.000000	-15.000000
59.500000	-63.000000	51.000000	-15.000000
59.500000	-63.000000	52.000000	-15.000000
59.500000	-63.000000	53.000000	-15.000000
59.500000	-63.000000	56.000000	-10.000000
59.500000	-63.000000	57.000000	-10.000000
59.500000	-63.000000	58.000000	-10.000000
59.500000	-63.000000	59.000000	-10.000000
59.500000	-63.000000	49.000000	-15.000000
60.500000	-63.000000	50.000000	-15.000000
60.500000	-63.000000	51.000000	-15.000000
60.500000	-63.000000	52.000000	-15.000000
60.500000	-63.000000	53.000000	-15.000000
60.500000	-63.000000	49.000000	-15.000000
60.500000	-63.000000	56.000000	-10.000000
60.500000	-63.000000	57.000000	-10.000000
60.500000	-63.000000	58.000000	-10.000000
60.500000	-63.000000	59.000000	-10.000000
60.500000	-63.000000	60.000000	-10.000000
61.500000	-63.000000	51.000000	-15.000000
61.500000	-63.000000	52.000000	-15.000000
61.500000	-63.000000	50.000000	-15.000000
61.500000	-63.000000	49.000000	-15.000000
61.500000	-63.000000	60.000000	-10.000000
61.500000	-63.000000	56.000000	-10.000000
61.500000	-63.000000	58.000000	-10.000000
61.500000	-63.000000	59.000000	-10.000000
61.500000	-63.000000	53.000000	-15.000000
61.500000	-63.000000	57.000000	-10.000000
62.500000	-63.000000	53.000000	-15.000000
62.500000	-63.000000	59.000000	-10.000000
62.500000	-63.000000	51.000000	-15.000000
62.500000	-63.000000	52.000000	-15.000000
62.500000	-63.000000	58.000000	-10.000000
62.500000	-63.000000	56.000000	-10.000000
62.500000	-63.000000	50.000000	-15.000000
62.500000	-63.000000	60.000000	-10.000000
62.500000	-63.000000	49.000000	-15.000000
62.500000	-63.000000	57.000000	-10.000000
63.500000	-63.000000	49.000000	-15.000000
63.500000	-63.000000	50.000000	-15.000000
63.500000	-63.000000	51.000000	-15.000000
63.500000	-63.000000	52.000000	-15.000000
63.500000	-63.000000	53.000000	-15.000000
63.500000	-63.000000	56.000000	-10.000000
63.500000	-63.000000	57.000000	-10.000000
63.500000	-63.000000	58.000000	-10.000000
63.500000	-63.000000	59.000000	-10.000000
63.500000	-63.000000	60.000000	-10.000000
64.500000	-63.000000	49.000000	-15.000000
64.500000	-63.000000	50.000000	-15.000000
64.500000	-63.000000	51.000000	-15.000000
64.500000	-63.000000	52.000000	-15.000000
64.500000	-63.000000	53.000000	-15.000000
64.500000	-63.000000	56.000000	-10.000000
64.500000	-63.000000	57.000000	-10.000000
64.500000	-63.000000	58.000000	-10.000000
64.500000	-63.000000	59.000000	-10.000000
64.500000	-63.000000	60.000000	-10.000000
56.533710	-61.691833	53.000000	-15.000000
56.533710	-61.691833	49.000000	-15.000000
56.533710	-61.691833	56.000000	-10.000000
56.533710	-61.691833	57.000000	-10.000000
56.533710	-61.691833	52.000000	-15.000000
56.533710	-61.691833	58.000000	-10.000000
56.533710	-61.691833	59.000000	-10.000000
56.533710	-61.691833	60.000000	-10.000000
56.533710	-61.691833	50.000000	-15.000000
56.533710	-61.691833	51.000000	-15.000000
27.000000	-60.000000	38.465832	-30.391390
27.000000	-60.000000	49.000000	-15.000000
27.000000	-60.000000	21.492250	-29.801779
28.000000	-60.000000	49.000000	-15.000000
28.000000	-60.000000	38.465832	-30.391390
28.000000	-60.000000	21.492250	-29.801779
42.500000	-60.000000	49.000000	-15.000000
42.500000	-60.000000	50.000000	-15.000000
42.500000	-60.000000	51.000000	-15.000000
42.500000	-60.000000	53.000000	-15.000000
42.500000	-60.000000	56.000000	-10.000000
42.500000	-60.000000	57.000000	-10.000000
42.500000	-60.000000	58.000000	-10.000000
42.500000	-60.000000	59.000000	-10.000000
42.500000	-60.000000	39.603889	-31.642778
42.500000	-60.000000	60.000000	-10.000000
42.500000	-60.000000	43.500000	-13.000000
42.500000	-60.000000	44.500000	-13.000000
42.500000	-60.000000	52.000000	-15.000000
42.500000	-60.000000	39.501389	-31.679443
55.457500	-60.209167	56.000000	-10.000000
55.457500	-60.209167	53.000000	-15.000000
55.457500	-60.209167	52.000000	-15.000000
55.457500	-60.209167	58.000000	-10.000000
55.457500	-60.209167	57.000000	-10.000000
